Best Acc	Trainning Loss	Valid Loss	Train Acc	Valid Acc	
86.749879	0.093899	0.486815	97.786304	86.245798	
86.749879	0.095314	0.479094	97.476386	86.173786	
86.749879	0.092348	0.510768	97.904368	85.885740	
86.749879	0.093336	0.508819	97.801062	86.173786	
86.749879	0.092484	0.483323	97.801062	86.365817	
86.749879	0.094797	0.489695	97.727272	86.317809	
86.749879	0.092859	0.497647	97.742030	86.221794	
86.749879	0.092054	0.490147	97.756788	86.341813	
86.749879	0.087982	0.490678	98.022432	85.933748	
86.749879	0.087175	0.479528	98.214285	86.269802	
86.749879	0.088530	0.498294	97.963400	86.341813	
86.749879	0.088149	0.478188	98.037189	86.341813	
86.749879	0.088422	0.478465	97.845336	86.485836	
86.749879	0.087398	0.477109	97.904368	86.341813	
86.749879	0.086728	0.515220	97.933884	85.789725	
86.749879	0.090309	0.500675	97.668240	85.837732	
86.749879	0.091158	0.493866	97.801062	86.317809	
86.749879	0.084569	0.499393	98.140495	86.077771	
86.749879	0.088497	0.499671	97.933884	86.293806	
86.749879	0.084866	0.490427	98.022432	86.749878	
86.749879	0.086519	0.501285	97.889610	86.365817	
86.749879	0.082957	0.491987	98.184769	86.197790	
86.749879	0.089177	0.488367	97.771546	86.221794	
86.749879	0.082786	0.483217	98.273317	86.125779	
86.749879	0.082908	0.483078	98.125737	86.725875	
86.749879	0.078370	0.469207	98.184769	86.389821	
86.749879	0.076923	0.482734	98.317591	86.197790	
86.749879	0.081739	0.490957	98.184769	86.077771	
86.749879	0.076879	0.474633	98.273317	86.389821	
86.749879	0.079120	0.487938	98.214285	86.173786	
86.749879	0.077520	0.469797	98.302833	86.869898	
86.869898	0.082427	0.489600	98.022432	86.437828	
86.869898	0.078562	0.494627	98.494687	86.269801	
86.869898	0.082069	0.493646	98.258559	86.389821	
86.869898	0.079184	0.486398	98.420897	86.653863	
86.869898	0.082250	0.477206	98.140495	86.437829	
86.869898	0.077585	0.498250	98.170011	86.101775	
86.869898	0.080542	0.471149	98.096221	86.581852	
86.869898	0.079753	0.489301	98.288075	86.317809	
86.869898	0.076867	0.503534	98.155253	86.269802	
86.869898	0.078811	0.505827	98.140495	85.909744	
86.869898	0.076184	0.511988	98.273317	86.269802	
86.869898	0.073282	0.490482	98.406139	86.173786	
86.869898	0.076570	0.494721	98.273317	85.981755	
86.869898	0.075963	0.475679	98.288075	86.125779	
86.869898	0.076726	0.487290	98.170011	86.485836	
86.869898	0.071224	0.480459	98.597992	86.245798	
86.869898	0.074764	0.464342	98.376623	86.509840	
86.869898	0.075711	0.477144	98.229043	86.245798	
86.869898	0.073465	0.460420	98.406139	86.677867	
86.869898	0.072867	0.490804	98.420897	86.557848	
86.869898	0.072440	0.458060	98.317591	86.701871	
86.869898	0.070839	0.483479	98.494687	86.341813	
86.869898	0.072278	0.504783	98.450413	86.173786	
86.869898	0.072840	0.513195	98.391381	86.533844	
86.869898	0.075208	0.498415	98.420897	86.173786	
86.869898	0.071809	0.480581	98.524203	86.245798	
86.869898	0.071586	0.467571	98.361865	86.197790	
86.869898	0.072447	0.491319	98.155253	86.485836	
86.869898	0.073381	0.474359	98.258559	86.341813	
86.869898	0.071455	0.486164	98.479929	86.677867	
86.869898	0.073268	0.491228	98.435655	86.365817	
86.869898	0.071538	0.497370	98.347107	86.149782	
86.869898	0.074920	0.504100	98.214285	86.029763	
86.869898	0.073174	0.488507	98.302833	86.557848	
86.869898	0.068207	0.494106	98.627508	86.437829	
86.869898	0.068453	0.479193	98.745572	86.389821	
86.869898	0.065842	0.479587	98.730814	86.365817	
86.869898	0.066374	0.494515	98.701298	86.221794	
86.869898	0.068685	0.488151	98.509445	86.557848	
86.869898	0.065444	0.486903	98.671782	86.437828	
86.869898	0.065457	0.482436	98.568477	86.533844	
86.869898	0.072733	0.476191	98.199527	86.605855	
86.869898	0.066186	0.480880	98.657024	86.125779	
86.869898	0.068958	0.480619	98.494687	86.749878	
86.869898	0.066778	0.482572	98.701298	86.269802	
86.869898	0.071741	0.463017	98.376623	86.341813	
86.869898	0.068086	0.475740	98.450413	86.365817	
86.869898	0.070089	0.484987	98.568477	86.221794	
86.869898	0.067451	0.483566	98.524203	86.581852	
86.869898	0.066558	0.466115	98.465171	86.509840	
86.869898	0.069334	0.458435	98.273317	86.509840	
86.869898	0.068134	0.501253	98.288075	86.317809	
86.869898	0.064931	0.477252	98.686540	86.533844	
86.869898	0.065495	0.495062	98.583235	86.125779	
86.869898	0.069001	0.477340	98.347107	86.053767	
86.869898	0.064089	0.473257	98.583235	86.245798	
86.869898	0.066989	0.476257	98.391381	86.605855	
86.869898	0.066101	0.495170	98.745572	86.437829	
86.869898	0.062704	0.482143	98.804604	86.413825	
86.869898	0.068106	0.472870	98.258559	86.389821	
86.869898	0.064341	0.476015	98.671782	86.341813	
86.869898	0.066679	0.472415	98.406139	86.341813	
86.869898	0.064329	0.489099	98.509445	86.197790	
86.869898	0.061897	0.467032	98.657024	86.293805	
86.869898	0.065628	0.472786	98.376623	86.437828	
86.869898	0.063981	0.475805	98.553719	86.557848	
86.869898	0.061823	0.482971	98.730814	86.557848	
86.869898	0.060935	0.484664	98.745572	86.125779	
86.869898	0.063488	0.486195	98.745572	86.293806	
86.869898	0.065158	0.472270	98.509445	86.485836	
86.869898	0.063877	0.472715	98.568477	86.509840	
86.869898	0.060057	0.472452	98.922668	86.437829	
86.869898	0.061701	0.477543	98.760330	86.245798	
86.869898	0.060411	0.471883	98.760330	86.197790	
86.869898	0.061454	0.486192	98.745572	86.341813	
86.869898	0.062054	0.496890	98.627508	86.389821	
86.869898	0.062541	0.485445	98.597992	86.485836	
86.869898	0.057355	0.491162	98.996458	86.605855	
86.869898	0.059030	0.470400	98.745572	86.245798	
86.869898	0.060396	0.464316	98.789846	86.605855	
86.869898	0.059577	0.472056	98.952184	86.389821	
86.869898	0.061089	0.477986	98.716056	86.677867	
86.869898	0.061135	0.467957	98.642266	86.413825	
86.869898	0.062351	0.480497	98.730814	86.629859	
86.869898	0.060583	0.480582	98.686540	86.461832	
86.869898	0.061680	0.466138	98.789846	86.557848	
86.869898	0.061423	0.480471	98.568477	86.581851	
86.869898	0.061521	0.483663	98.657024	86.533844	
86.869898	0.059147	0.501256	98.819362	86.197790	
86.869898	0.058607	0.494597	98.730814	86.485836	
86.869898	0.059685	0.478091	98.701298	86.269802	
86.869898	0.060010	0.493988	98.848878	86.317809	
86.869898	0.060659	0.498477	98.701298	86.269802	
86.869898	0.060018	0.469218	98.627508	86.413825	
86.869898	0.056700	0.470401	98.952184	86.509840	
86.869898	0.060429	0.479573	98.730814	86.437828	
86.869898	0.058593	0.483222	98.893152	86.629859	
86.869898	0.060871	0.478521	98.627508	86.749879	
86.869898	0.058595	0.496559	98.612750	86.077771	
86.869898	0.063748	0.488562	98.612750	85.957752	
86.869898	0.058812	0.472070	98.671782	86.725875	
86.869898	0.056355	0.487596	98.922668	86.317809	
86.869898	0.059366	0.478754	98.671782	86.389821	
86.869898	0.056602	0.471057	98.922668	86.365817	
86.869898	0.056984	0.494523	98.819362	86.557848	
86.869898	0.055080	0.487009	98.981700	86.245798	
86.869898	0.055116	0.474993	98.937426	86.197790	
86.869898	0.058886	0.466692	98.671782	86.245798	
86.869898	0.056205	0.471703	98.907910	86.269802	
86.869898	0.055971	0.479421	98.922668	86.485836	
86.869898	0.056885	0.478085	98.730814	86.173786	
86.869898	0.060617	0.476078	98.568477	86.053767	
86.869898	0.058613	0.485805	98.804604	86.125779	
86.869898	0.057376	0.472180	98.878394	86.365817	
86.869898	0.055019	0.459469	98.937426	86.629859	
86.869898	0.060543	0.459854	98.627508	86.293805	
86.869898	0.056679	0.472123	98.804604	86.221794	
86.869898	0.058250	0.467906	98.878394	86.077771	
86.869898	0.057390	0.467444	98.730814	86.413825	
86.869898	0.058538	0.485033	98.789846	86.053767	
86.869898	0.055937	0.472924	98.893152	86.053767	
86.869898	0.055654	0.475285	98.701298	86.437829	
86.869898	0.054464	0.485620	98.878394	86.317809	
86.869898	0.055869	0.476545	98.775088	86.053767	
86.869898	0.055412	0.458505	98.937426	86.413825	
86.869898	0.054576	0.474156	98.848878	86.341813	
86.869898	0.054855	0.462007	98.819362	86.413825	
86.869898	0.056549	0.465360	98.745572	86.269802	
86.869898	0.055647	0.470259	98.907910	86.197790	
86.869898	0.056760	0.472288	98.745572	86.125779	
86.869898	0.054506	0.474755	98.937426	86.221794	
86.869898	0.055976	0.469749	98.760330	86.365817	
86.869898	0.056896	0.486058	98.848878	86.005760	
86.869898	0.053170	0.472150	98.937426	86.389821	
86.869898	0.056374	0.463230	98.745572	86.125779	
86.869898	0.054288	0.485149	98.922668	86.005759	
86.869898	0.055464	0.469361	98.819362	86.053767	
86.869898	0.059343	0.457072	98.686540	86.317809	
86.869898	0.054269	0.466440	98.878394	86.293806	
86.869898	0.056392	0.474263	98.804604	86.173786	
86.869898	0.055699	0.460697	98.937426	86.221794	
86.869898	0.054260	0.476300	98.878394	86.437829	
86.869898	0.051972	0.470984	98.981700	86.245798	
86.869898	0.053703	0.485632	98.981700	86.149783	
86.869898	0.054250	0.451847	98.716056	86.413825	
86.869898	0.055366	0.471245	98.760330	85.909744	
86.869898	0.053815	0.467913	98.996458	86.221794	
86.869898	0.055016	0.468923	98.775088	86.317809	
86.869898	0.055125	0.465521	98.760330	86.221794	
86.869898	0.051529	0.465012	99.055490	86.485836	
86.869898	0.054057	0.459923	98.863636	86.773882	
86.869898	0.052034	0.473662	99.085006	86.197790	
86.869898	0.052558	0.459711	99.011216	86.269801	
86.869898	0.052453	0.459991	98.819362	86.389821	
86.869898	0.052252	0.473159	98.863636	86.533844	
86.869898	0.051129	0.461990	99.025974	86.317809	
86.869898	0.053652	0.463052	98.878394	86.029763	
86.869898	0.053737	0.463919	98.907910	86.101775	
86.869898	0.054408	0.474287	98.804604	86.173786	
86.869898	0.053464	0.464725	98.907910	86.077771	
86.869898	0.052620	0.470863	99.025974	85.885740	
86.869898	0.056227	0.470560	98.863636	85.885740	
86.869898	0.054339	0.479701	98.922668	86.125779	
86.869898	0.050910	0.458571	99.011216	86.389821	
86.869898	0.052341	0.480007	98.996458	86.101775	
86.869898	0.053472	0.472041	98.775088	86.365817	
86.869898	0.052265	0.459000	98.981700	86.293806	
86.869898	0.052733	0.475700	98.804604	86.077771	
86.869898	0.053965	0.464722	98.775088	86.293806	
86.869898	0.055075	0.475364	98.996458	86.341813	
86.869898	0.055022	0.474490	98.834120	86.533844	
86.869898	0.051701	0.480041	99.070248	86.341813	
86.869898	0.052018	0.472288	98.981700	86.101775	
86.869898	0.051647	0.476127	98.937426	86.197790	
86.869898	0.053017	0.452731	98.966942	86.701871	
86.869898	0.049039	0.487259	99.070248	86.269802	
86.869898	0.050952	0.484022	98.952184	86.245798	
86.869898	0.049402	0.468837	99.158795	85.933748	
86.869898	0.049325	0.472297	99.040732	86.197790	
86.869898	0.051712	0.466619	98.878394	86.197790	
86.869898	0.048618	0.472916	99.070248	86.077771	
86.869898	0.049468	0.468914	99.055490	86.197790	
86.869898	0.049982	0.469908	98.966942	86.365817	
86.869898	0.048919	0.460141	98.966942	86.341813	
86.869898	0.048627	0.463838	99.055490	86.533844	
86.869898	0.049662	0.463783	98.996458	86.245798	
86.869898	0.048855	0.462978	99.099764	86.413825	
86.869898	0.047138	0.462410	99.011216	86.125779	
86.869898	0.048563	0.459666	99.114522	86.197790	
86.869898	0.048093	0.465755	99.040732	86.245798	
86.869898	0.049884	0.472051	98.981700	86.341813	
86.869898	0.050105	0.469563	98.996458	86.173786	
86.869898	0.048613	0.465358	99.055490	86.389821	
86.869898	0.048868	0.459424	99.040732	86.221794	
86.869898	0.048280	0.467521	99.217827	86.149782	
86.869898	0.048583	0.465748	99.114522	86.221794	
86.869898	0.049529	0.461384	99.011216	86.269802	
86.869898	0.048521	0.459924	98.981700	86.317809	
86.869898	0.045792	0.469150	99.291617	86.173787	
86.869898	0.049221	0.476556	99.055490	86.389821	
86.869898	0.047664	0.474416	99.173553	86.173786	
86.869898	0.049411	0.457768	98.922668	86.293806	
86.869898	0.047394	0.463772	99.158795	86.293805	
86.869898	0.048369	0.468473	98.907910	86.341813	
86.869898	0.045636	0.469835	99.188311	86.317809	
86.869898	0.049702	0.465560	98.966942	86.149782	
86.869898	0.047850	0.480876	99.040732	86.317809	
86.869898	0.049413	0.455862	98.966942	86.365817	
86.869898	0.050085	0.467437	98.789846	86.245798	
86.869898	0.047092	0.476186	99.232585	86.365817	
86.869898	0.049186	0.467345	99.040732	86.485836	
86.869898	0.050865	0.467492	98.716056	86.149783	
86.869898	0.047288	0.476015	99.040732	86.149783	
86.869898	0.047814	0.449704	99.129280	86.437829	
86.869898	0.046657	0.464097	99.262101	86.197790	
86.869898	0.047495	0.456832	99.188311	86.317809	
86.869898	0.046255	0.462829	99.203069	86.125779	
86.869898	0.050356	0.469393	98.966942	86.101775	
86.869898	0.048829	0.466991	99.011216	86.485836	
86.869898	0.046290	0.466455	99.099764	86.317809	
86.869898	0.047329	0.459336	99.158795	86.533844	
86.869898	0.047177	0.457899	99.217827	86.485836	
86.869898	0.047600	0.453556	99.203069	86.317809	
86.869898	0.046943	0.455486	99.144038	86.413825	
86.869898	0.044986	0.465114	99.321133	86.221794	
86.869898	0.049838	0.467997	98.952184	86.437829	
86.869898	0.047311	0.454287	99.158795	86.389821	
86.869898	0.049146	0.456732	99.085006	86.605855	
86.869898	0.049163	0.467306	99.055490	86.461832	
